"Time","CAL? 72 3458B","CAL? 175 3458B"
1658135322000,0.98691271,35.9338034
1658142723000,0.98691303,36.7990402
1658150125000,0.98691349,37.97992
1658157518000,0.98691401,39.5127662
1658164919000,0.98691408,39.6773792
1658172320000,0.98691431,40.2224752
1658179721000,0.98691451,40.7347008
1658187122000,0.98691408,39.531462
1658194523000,0.9869132,37.2056563
1658201924000,0.98691249,35.2249881
1658209325000,0.98691191,33.692154
1658216726000,0.98691208,34.0881043
1658352241000,0.98691296,36.6339033
1658359643000,0.98691507,42.4519818
1658367044000,0.98691471,41.2385993
1658374446000,0.98691448,40.6922163
1658381848000,0.98691438,40.1956086
1658389249000,0.98691401,39.4068537
1658396651000,0.98691378,38.7187588
1658404052000,0.9869138,38.7991506
1658411454000,0.98691426,40.0389516
1658418855000,0.98691434,40.4418049
1658426257000,0.98691444,40.6485352
1658433658000,0.98691436,40.4105104
1658441060000,0.9869143,40.319536
1658448461000,0.98691428,40.1001271
1658455863000,0.98691405,39.497456
1658463256000,0.9869139,39.1503662
1658470657000,0.98691367,38.3831554
1658478058000,0.98691293,36.3064911
1658485459000,0.98691316,37.1131045
1658492860000,0.98691325,37.2723119
1658500261000,0.98691329,37.468368
1658507662000,0.98691343,37.7106712
1658515063000,0.98691347,37.9914078
1658522464000,0.98691349,37.8641067
1658696728000,0.98691346,38.0474705
1658704130000,0.98691423,40.3369433
1658711532000,0.98691398,39.4323699
1658718933000,0.98691369,38.7739186
1658726335000,0.98691337,37.6747926
1658733736000,0.9869132,37.2789835
1658741138000,0.98691385,39.0701258
1658748539000,0.98691419,40.0110263
1658755941000,0.98691449,40.8117201
1658763342000,0.9869147,41.5001839
1658770744000,0.98691511,42.5823659
1658778145000,0.98691498,42.2006692
1658785547000,0.98691462,41.2401704
1658792948000,0.98691452,41.0179097
1658800350000,0.98691416,39.9346882
1658807743000,0.98691401,39.4981283
1658815144000,0.98691386,39.0780809
1658822545000,0.98691362,38.4161023
1658829946000,0.98691384,38.9591838
1658837347000,0.98691365,38.4721774
1658844748000,0.98691363,38.4844178
1658852149000,0.98691363,38.4597111
1658859550000,0.98691351,38.1234373
1659357724000,0.98691346,37.9098878
1659474801000,0.98691312,37.1350192
1659482203000,0.98691397,39.6769217
1659489605000,0.98691361,38.5195384
1659497006000,0.98691314,37.0372922
1659515068000,0.98691273,35.9662288
1659522470000,0.98691355,38.3549272
1659529872000,0.98691398,39.3507835
1659561350000,0.98691425,40.2257784
1659568752000,0.98691473,41.7388815
1659576154000,0.98691417,39.7812612
1659583555000,0.98691363,38.3049412
1659590957000,0.98691316,37.0267821
1659598358000,0.98691318,37.1347203
1659605760000,0.98691404,39.5716102
1659613161000,0.98691432,40.4895473
1659620563000,0.98691488,41.7609565
1659627964000,0.98691498,42.2125244
1659635366000,0.9869159,44.8773969
1659642767000,0.98691547,43.597133
1659650169000,0.98691503,42.4260011
1659657570000,0.98691459,41.0876464
1659664972000,0.98691429,40.2378672
1659672365000,0.98691418,39.9500715
1659679766000,0.98691406,39.6746788
1659687167000,0.98691336,37.7712401
1659694568000,0.9869142,39.9873056
1659701969000,0.98691288,36.466513
1659709370000,0.98691356,38.1575932
1659716771000,0.98691363,38.6142619
1659724172000,0.98691333,37.561525
1659731573000,0.9869131,37.0587586
1663398245000,0.98691234,34.9880952
1663400791000,0.9869123,34.9668462
1663408193000,0.98691223,undefined
1663408194000,undefined,34.9192598
1663415595000,0.98691237,undefined
1663415596000,undefined,35.2046464
1663422996000,0.98691249,undefined
1663422998000,undefined,35.5557131
1663430399000,0.98691234,35.1625333
1663437799000,0.98691226,undefined
1663437800000,undefined,35.0256245
1663445202000,0.98691227,34.9632426
1663452602000,0.9869121,undefined
1663452603000,undefined,34.5545297
1663460004000,0.98691218,undefined
1663460005000,undefined,34.7448889
1663467406000,0.986912,34.2641894
1663474808000,0.98691184,33.9637162
1663482208000,0.9869118,undefined
1663482209000,undefined,33.7112856
1663489611000,0.98691188,33.9041986
1663497012000,0.98691194,34.1395178
1663504414000,0.98691216,34.7451938
1663511806000,0.98691233,undefined
1663511807000,undefined,34.9490654
1663519207000,0.98691206,undefined
1663519208000,undefined,34.5040899
1663526608000,0.98691196,undefined
1663526609000,undefined,34.1573036
1663534009000,0.98691206,34.4876552
1663541410000,0.98691195,undefined
1663541411000,undefined,34.1756214
1663880709000,0.98691165,33.7771891
1663882332000,0.98691182,34.1034813
1663900633000,0.98691159,33.4844497
1663918934000,0.98691179,33.9657418
1663984957000,0.98691184,34.4158114
1664071658000,0.98691161,33.5447975
1664158359000,0.98691153,33.3904711
1664245060000,0.98691146,33.2507753
1664331761000,0.98691146,33.3467812
1664418462000,0.98691111,32.2745241
1664504564000,0.98691114,32.4885223
1664591265000,0.98691119,32.639394
1664677966000,0.98691116,32.5062412
1664764667000,0.98691122,32.6328678
1664851368000,0.98691131,32.9015124
1664938069000,0.98691151,33.4373063
1665024770000,0.98691162,33.7125554
1665278634000,0.98691126,undefined
1665278635000,undefined,32.7719576
1665365335000,0.98691122,32.6815829
1665452036000,0.98691149,33.4579488
1665538737000,0.98691115,undefined
1665538738000,undefined,32.4978333
1665625773000,0.98691116,32.5358874
1665712474000,0.98691127,32.9569811
1665799175000,0.98691148,33.2821526
1665887720000,0.98691152,33.2640653
1665973051000,0.98691166,33.7289227
1666148793000,undefined,33.7392
1666235494000,0.98691111,32.3862164
1666408896000,0.98691127,32.6781338
1666495597000,0.98691133,32.8431183
1666582298000,0.98691137,33.0592966
1666668999000,0.98691128,32.7155885
1666842154000,0.98691104,32.3865879
1666928855000,0.98691137,33.1873494
1667015556000,0.98691186,34.4269921
1667188958000,0.98691159,33.8264992
1667275659000,0.98691151,33.5197962
1667362360000,0.98691129,32.9921112
1667615430000,0.9869108,undefined
1667615431000,undefined,31.9711182
1667702131000,0.98691117,32.6150741
1667788832000,0.9869113,33.0539602
1667875533000,0.98691136,33.3152573
1667962234000,0.98691135,33.1349531
1668047091000,0.98691138,33.2913797
1668133792000,0.986911,32.2448701
1668220494000,0.98691137,33.1799148
1668307194000,0.98691131,33.2754648
1668393208000,0.98691139,33.5236229
1668479909000,0.9869114,33.3217801
1668566610000,0.98691163,33.9375165
1668653311000,0.98691134,33.2232956
1669083762000,0.98691101,32.274522
1669172496000,0.9869111,undefined
1669172497000,undefined,32.7272122
1669345900000,0.98691087,31.8426924
1669605001000,0.98691085,31.9624843
1669695382000,0.98691088,32.1079509
1669779085000,0.98691099,undefined
1669779086000,undefined,32.5254457
1669864817000,0.98691087,32.0748537
1669950079000,0.98691105,32.5186948
1670034367000,0.98691132,33.430471
1670126236000,0.98691116,33.1552175
1670211824000,0.98691131,33.2880767
1670299736000,0.98691149,33.8162865
1670387003000,0.98691146,33.9113164
1670473704000,0.98691187,34.8233916
1670556608000,0.98691098,32.5771636
1670644419000,0.98691104,32.6812047
1670729064000,0.98691104,32.6467441
1670812905000,0.98691096,32.4374774
1670986307000,0.98691127,33.1317243
1671028922000,0.9869118,34.679948
1671052975000,0.98691177,34.5972283
1671092792000,0.98691168,34.3980903
1671094218000,0.98691182,34.8214348
1671116020000,0.98691188,34.7863112
1671118347000,0.98691193,35.0255373
1671137488000,0.98691186,34.8694827
1671180194000,0.9869119,35.0433974
1671205232000,0.98691195,34.890201
1671322062000,0.98691174,undefined
1671322063000,undefined,34.6430155
1671356182000,0.98691168,34.3637871
1671406792342,0.986911801,undefined
1671406792370,undefined,34.7637154
1671407249365,0.986911799,undefined
1671407249393,undefined,34.7667149
1671408614900,0.986911804,undefined
1671408614930,undefined,34.7800074
1671462488441,0.986911877,undefined
1671462488506,undefined,35.0633608
1671462961289,0.986911829,undefined
1671462961330,undefined,35.1242348
1671466573848,0.986911808,undefined
1671466573889,undefined,35.0893305
1671491907896,0.986911751,undefined
1671491908455,undefined,34.7340618
1671528678747,0.986911776,undefined
1671528679305,undefined,34.7066687
1671559935068,0.986911407,undefined
1671559935613,undefined,33.9387078
1671561696117,0.98691154,undefined
1671561696670,undefined,34.2050302
1671567614384,0.986911795,undefined
1671567614936,undefined,35.0087168
1671611205011,0.986911589,undefined
1671611205683,undefined,34.4004882
1671708090716,0.986911603,undefined
1671708091259,undefined,34.5806362
1671783870737,0.986911109,undefined
1671783871277,undefined,32.8360556
1671880370932,0.98691171,undefined
1671880371474,undefined,34.1753858
1671959819364,0.986911368,undefined
1671959819904,undefined,33.5923
1672996657339,0.986911647,undefined
1672996657879,undefined,34.3830753
1673081901303,0.986911433,undefined
1673081901842,undefined,33.7485049
1673090615093,0.986911562,undefined
1673090615636,undefined,34.1537593
1673169080114,0.98691191,undefined
1673169080655,undefined,34.7606458
1673252886378,0.986911149,undefined
1673252886923,undefined,33.0912637
1673338053061,0.986911175,undefined
1673338053601,undefined,33.1427556
1673481408871,0.986911338,undefined
1673481409411,undefined,33.3626165
1673599117691,0.986911247,undefined
1673599118286,undefined,33.2482173
1673695014769,0.986911554,undefined
1673695015310,undefined,34.0555814
1673719759884,0.9869114,undefined
1673719760425,undefined,33.7755993
1674253363680,0.986911385,undefined
1674253364225,undefined,33.314726
1674576868775,0.986911128,undefined
1674576869320,undefined,32.6667904
1674765335066,0.986911206,undefined
1674765335611,undefined,33.1545415
1675162050741,0.986911172,undefined
1675162051275,undefined,32.8175932
1675414511041,0.986911528,undefined
1675414511583,undefined,33.7241906
1675590216978,0.986911491,undefined
1675590217519,undefined,33.7448317
1675852159093,0.986911286,undefined
1675852159638,undefined,33.3011369
1676188577764,0.986911325,undefined
1676188578308,undefined,33.5321756
1676298356438,0.986911574,undefined
1676298356982,undefined,34.3638608
1676576390218,0.986911632,undefined
1676576390761,undefined,34.3376653
1676920779577,0.98691128,undefined
1676920780120,undefined,33.7423315
1677227401148,0.986911788,undefined
1677227401690,undefined,34.6909095
1677227426398,0.986911788,undefined
1677227426939,undefined,34.6909095
1677529799113,0.986911385,undefined
1677529799659,undefined,33.6360589
1677762652404,0.986911304,undefined
1677762652984,undefined,33.7361155
1677878371306,0.986911535,undefined
1677878371849,undefined,33.7956418
1678007493969,0.986911688,undefined
1678007494512,undefined,34.2067628
1678178163642,0.986911723,undefined
1678178164187,undefined,34.6315312
1678378970382,0.986911715,undefined
1678378970937,undefined,34.67349
1678715675515,0.986911657,undefined
1678715676050,undefined,34.2386577
1678715747066,0.986911657,undefined
1678715747608,undefined,34.2386577
1679044029799,0.986911686,undefined
1679044030340,undefined,34.3770759
1679044057619,0.986911686,undefined
1679044058162,undefined,34.3770759
1679395156782,0.986911715,undefined
1679395157327,undefined,34.5849187
1679594490590,0.986911597,undefined
1679594491131,undefined,34.3494453
1679846441459,0.986911994,undefined
1679846442000,undefined,35.3028125
1680030658920,0.986911632,undefined
1680030659466,undefined,34.4528085
1680206609478,0.986912451,undefined
1680206610017,undefined,36.6591069
1680206636365,0.986912451,undefined
1680206636907,undefined,36.6591069
1680816645979,0.986912648,undefined
1680816646520,undefined,36.9225025
1681062330042,0.986912553,undefined
1681062330582,undefined,36.9393123
1681330944506,0.986912591,undefined
1681330945052,undefined,37.0966425
1681594074385,0.986912257,undefined
1681594074920,undefined,36.2013716
1681594096917,0.986912257,undefined
1681594097502,undefined,36.2013716
1681763374060,0.986912201,undefined
1681763374605,undefined,36.19469
1682197182697,0.986912581,undefined
1682197183239,undefined,37.3476438
1682629184470,0.986912177,undefined
1682629185017,undefined,36.2181873
1682928253052,0.986912383,undefined
1682928253599,undefined,36.87813
1683274491965,0.986912642,undefined
1683274492509,undefined,37.2460954
1683275056717,0.986912632,undefined
1683275057260,undefined,37.2531378
1683363989904,0.986912456,undefined
1683363990446,undefined,36.9832173
1683450537757,0.986912364,undefined
1683450538302,undefined,36.8348886
1683496098405,0.986912436,undefined
1683496098947,undefined,36.9320266
1683535233317,0.986912296,undefined
1683535233863,undefined,36.5252636
1683581354419,0.986912432,undefined
1683581354962,undefined,36.8568159
1683621445296,0.986912307,undefined
1683621445860,undefined,36.5165567
1683666971361,0.986912722,undefined
1683666971901,undefined,37.7463743
1683752217679,0.986912578,undefined
1683752218220,undefined,37.2210144
1683801198393,0.986912541,undefined
1683801198936,undefined,37.1539805
1683835499340,0.986912526,undefined
1683835499882,undefined,37.1184765
1683876334144,0.986912536,undefined
1683876334686,undefined,37.1939913
1683928455349,0.986912749,undefined
1683928455890,undefined,37.763265
1683962069487,0.986912641,undefined
1683962070040,undefined,37.5091785
1684016632245,0.98691282,undefined
1684016632783,undefined,37.989128
1684077887322,0.986912752,undefined
1684077888002,undefined,37.6641048
1684152745676,0.986912673,undefined
1684152746222,undefined,37.494842
1684236828817,0.986912295,undefined
1684236829454,undefined,36.5444038
1684267721702,0.98691272,undefined
1684267722242,undefined,37.5005471
1684330054767,0.986912316,undefined
1684330055313,undefined,36.5553621
1684362500381,0.986912695,undefined
1684362500926,undefined,37.3535776
1684449969232,0.986912559,undefined
1684449969775,undefined,37.2312184
1684533197907,0.986912546,undefined
1684533198450,undefined,37.1168299
1684662481191,0.986912691,undefined
1684662481735,undefined,37.6068342
1684763202995,0.986912277,undefined
1684763203539,undefined,36.4869806
1684863434306,0.986912267,undefined
1684863434849,undefined,36.5828348
1685050046431,0.98691221,undefined
1685050046972,undefined,36.2163839
1685368340275,0.986918612,undefined
1685368340821,undefined,50.1948757
1685450316039,0.986919322,undefined
1685450316584,undefined,52.2815446
1685529658629,0.986919553,undefined
1685529659175,undefined,52.9681419
1685610405911,0.986919761,undefined
1685610406448,undefined,53.813121
1685707419374,0.986919658,undefined
1685707419917,undefined,53.4321806
1685795677449,0.986919533,undefined
1685795677981,undefined,53.2471506
1685880244807,0.986919632,undefined
1685880245351,undefined,53.4985331
1685965645620,0.986919483,undefined
1685965646167,undefined,52.9940344
1686085777337,0.98692051,undefined
1686085777878,undefined,55.6118669
1686217784470,0.98691969,undefined
1686217785013,undefined,53.779861
1686342593517,0.986919562,undefined
1686342594059,undefined,53.2640404
1686427477946,0.986919364,undefined
1686427478492,undefined,52.5386274
1686484447314,0.986918789,undefined
1686484447845,undefined,50.8825242
1686724523590,0.986919517,undefined
1686724524136,undefined,52.9522286
1686993047431,0.986919752,undefined
1686993047973,undefined,53.7567525
1687152164091,0.986919205,undefined
1687152164645,undefined,52.3016597
1687348752268,0.986918906,undefined
1687348752806,undefined,51.0671019
1687672763258,0.986919098,undefined
1687672763801,undefined,52.2355179
1687778928015,0.986918843,undefined
1687778928558,undefined,51.4040425
1687862668092,0.98691953,undefined
1687862668633,undefined,53.6177245
1688471853899,0.98691952,undefined
1688471854444,undefined,53.691059
1689498019798,0.986919713,undefined
1689498020382,undefined,54.2676874
1689518350642,0.986918657,undefined
1689518351222,undefined,51.3262731
1689686551566,0.986919889,undefined
1689686552158,undefined,54.6966052
1689693685822,0.986919225,undefined
1689693686406,undefined,52.8207844
1689796363154,0.986919215,undefined
1689796363738,undefined,52.8977154
1689835523774,0.986919672,undefined
1689835524358,undefined,54.2791831
1689891441791,0.986919071,undefined
1689891442374,undefined,52.5153508
1689922773546,0.986919404,undefined
1689922774130,undefined,53.4477775
1689968629890,0.986919762,undefined
1689968630474,undefined,54.3215932
1690019958582,0.986919185,undefined
1690019959154,undefined,52.9134824
1690101895574,0.986919193,undefined
1690101896158,undefined,53.1218497
1690181093651,0.986919962,undefined
1690181094239,undefined,55.0920336
1690273029251,0.986919286,undefined
1690273029835,undefined,53.4816974
1690319337935,0.986919419,undefined
1690319338519,undefined,53.6381319
1690471555951,0.98691923,undefined
1690471556531,undefined,53.2327996
1690529845302,0.986919247,undefined
1690529845886,undefined,53.2424036
1690609202098,0.986919339,undefined
1690609202678,undefined,53.6951713
1690700573842,0.986919525,undefined
1690700574426,undefined,54.1975795
1690821596802,0.98691938,undefined
1690821597394,undefined,54.0128379
1690894411286,0.986919229,undefined
1690894411870,undefined,53.2429945
1691043989903,0.986919409,undefined
1691043990487,undefined,53.7296347
1691267473251,0.986919437,undefined
1691267473835,undefined,53.8004921
1691351188091,0.986919217,undefined
1691351188663,undefined,53.3432718
1691592067162,0.986919234,undefined
1691592067834,undefined,53.3492174
1691664230352,0.986919156,undefined
1691664230936,undefined,53.2032928
1691739193260,0.986919221,undefined
1691739193844,undefined,53.565167
1691845480874,0.986919048,undefined
1691845481458,undefined,52.7291975
1692108321713,0.986918208,undefined
1692108322301,undefined,50.48819
1692200044141,0.98691853,undefined
1692200044725,undefined,51.5845484
1692292170081,0.986919171,undefined
1692292170666,undefined,53.202461
1692339138589,0.986919314,undefined
1692339139174,undefined,53.691802
1692633092907,0.986918411,undefined
1692633093495,undefined,51.3371437
1692637602035,0.986918593,undefined
1692637602618,undefined,51.9085229
1692872783205,0.986919367,undefined
1692872783790,undefined,53.6099098
1692957238211,0.986919012,undefined
1692957238903,undefined,52.9094173
1693130088103,0.986918887,undefined
1693130088692,undefined,52.8689502
1693206949688,0.9869193,undefined
1693206950276,undefined,53.8923676
1693314111204,0.986919114,undefined
1693314111787,undefined,53.2935082
1693746646151,0.986918598,undefined
1693746646693,undefined,51.8508071
1693841406765,0.98691819,undefined
1693841407309,undefined,51.0309604
1693935875246,0.986918168,undefined
1693935875785,undefined,50.7836316
1693990225593,0.986918578,undefined
1693990226134,undefined,51.7630594
1694106546614,0.986918232,undefined
1694106547150,undefined,51.1742544
1694160468568,0.986918814,undefined
1694160469111,undefined,52.7398483
1694342926794,0.98691881,undefined
1694342927337,undefined,53.0784226
1694509934213,0.986918957,undefined
1694509934761,undefined,53.3316371
1694627569311,0.986918601,undefined
1694627569853,undefined,52.2300898
1694686362672,0.986918714,undefined
1694686363215,undefined,52.4813996
1694786556733,0.986918942,undefined
1694786557395,undefined,53.0919587
1694861635242,0.986918969,undefined
1694861635784,undefined,53.2163422
1694941123566,0.986918971,undefined
1694941124101,undefined,53.2844159
1695106628459,0.986919122,undefined
1695106629007,undefined,53.6407463
1695245239231,0.986918837,undefined
1695245239773,undefined,53.0241012
1695316306068,0.986918722,undefined
1695316306606,undefined,52.6109572
1695494220405,0.986918849,undefined
1695494220948,undefined,52.8049986
1695571905454,0.986918844,undefined
1695571906032,undefined,52.97929
1695657022548,0.98691878,undefined
1695657023093,undefined,52.7806
1695744219410,0.986918921,undefined
1695744219947,undefined,52.9901816
1695819021172,0.986918904,undefined
1695819021710,undefined,53.0614786
1695980555110,0.986918853,undefined
1695980555651,undefined,52.8634691
1696176215149,0.986919002,undefined
1696176215691,undefined,53.3806503
1696280570519,0.986919233,undefined
1696280571066,undefined,53.9210369
1696356412477,0.986919187,undefined
1696356413017,undefined,53.9071404
1696950828294,0.986918581,undefined
1696950828838,undefined,52.0214126
1697028359906,0.986918653,undefined
1697028360448,undefined,52.3762379
1697211697428,0.986918884,undefined
1697211697961,undefined,52.8127255
1697228049854,0.986918996,undefined
1697228050436,undefined,53.5080313
1697231868857,0.986919517,undefined
1697231869399,undefined,54.9448861
1697264897043,0.986920076,undefined
1697264897584,undefined,56.4950877
1697284994965,0.986919914,undefined
1697284995507,undefined,56.1419175
1697308014956,0.986919621,undefined
1697308015497,undefined,55.3136632
1697321668493,0.986919574,undefined
1697321669035,undefined,55.2428827
1697373948562,0.986919345,undefined
1697373949105,undefined,54.4349848
1697401317091,0.986919153,undefined
1697401317633,undefined,54.1287962
1697449933068,0.986919333,undefined
1697449933613,undefined,54.2932602
1697488869462,0.986919168,undefined
1697488870004,undefined,54.0626611
1697656475537,0.98691903,undefined
1697656476078,undefined,53.7854586
1697896193705,0.986919506,undefined
1697896194250,undefined,54.9139642
1698068660031,0.986919064,undefined
1698068660576,undefined,53.8023453
1698391149512,0.986919104,undefined
1698391150046,undefined,53.8927959
1698615718880,0.986919158,undefined
1698615719421,undefined,54.0929912
1698946764628,0.986919206,undefined
1698946765172,undefined,54.0632703
1699196636724,0.986919008,undefined
1699196637266,undefined,53.4799515
1699292939305,0.986918759,undefined
1699292939850,undefined,53.0205664
1699604778454,0.986918921,undefined
1699604778983,undefined,53.5159822
1699740095762,0.986919334,undefined
1699740096325,undefined,54.4517922
1699979410931,0.986918894,undefined
1699979411476,undefined,53.4990869
1700383922214,0.986919256,undefined
1700383922757,undefined,54.5127431
1700776314551,0.986919504,undefined
1700776315098,undefined,54.6852459
1701689899317,0.986919405,undefined
1701689899863,undefined,54.6137055
1701979879846,0.986917758,undefined
1701979880388,undefined,49.6261622
1702036009312,0.986918002,undefined
1702036009852,undefined,50.2090987
1702158712593,0.986918165,undefined
1702158713136,undefined,50.5477133
1702416532836,0.986917997,undefined
1702416533384,undefined,50.1143723
1702660646672,0.98691785,undefined
1702660647212,undefined,49.9653665
1702907047690,0.986918117,undefined
1702907048237,undefined,50.5076999
1703173860800,0.986917987,undefined
1703173861342,undefined,50.3152369
1703454397500,0.986917833,undefined
1703454398042,undefined,49.7090323
1703925570697,0.986917306,undefined
1703925571320,undefined,48.4936062
1704286740186,0.986917718,undefined
1704286740752,undefined,49.6531803
1704961370837,0.986917264,undefined
1704961371426,undefined,48.5529093
1705395582452,0.986917806,undefined
1705395583030,undefined,49.9875029
1705664978011,0.986917526,undefined
1705664978546,undefined,49.1627238
1706095541343,0.986917907,undefined
1706095541888,undefined,50.1549032
1706374176935,0.986917734,undefined
1706374177478,undefined,49.6079921
1706803129891,0.986918111,undefined
1706803130445,undefined,50.9892972
1707301422489,0.986917818,undefined
1707301423036,undefined,50.1904753
1707332672492,0.986916942,undefined
1707332673036,undefined,47.9234219
1707381530841,0.986918172,undefined
1707381531387,undefined,51.0447665
1707473010720,0.986918095,undefined
1707473011312,undefined,50.8350461
1707582588549,0.986918388,undefined
1707582589123,undefined,51.5067846
1707774912244,0.986918445,undefined
1707774912791,undefined,51.5823004
1707904330305,0.986918145,undefined
1707904330847,undefined,50.6892735
1708082918766,0.986918259,undefined
1708082919307,undefined,51.2535972
1708610027937,0.986918305,undefined
1708610028483,undefined,51.2228924
1709041123478,0.986917953,undefined
1709041124021,undefined,50.3984764
1709419135542,0.986918118,undefined
1709419136085,undefined,50.8309927
1709740101365,0.986917787,undefined
1709740101915,undefined,50.0056741
1710087097792,0.986918306,undefined
1710087098328,undefined,51.4411011
1710265483879,0.986918395,undefined
1710265484425,undefined,51.6759654
